file,numeral,emotion,speaker,language1,language2,nationality,coordinates
00715.wav,16,excited,20,English,Yoruba,British,"(51.45, - 0.11)"
00717.wav,1000000,neutral,108,English,,British,"(51.38, -0.10)"
00718.wav,7,excited,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
00724.wav,50,bored,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
00727.wav,90,bored,65,Hindi,English,Indian,"(51.54, 0.00)"
00730.wav,16,bored,76,Arabic,English,British,"(51.50, -0.58)"
00731.wav,90,neutral,94,Russian,,Kazakhstan,"(49.8,73.1)"
00732.wav,1000000,neutral,94,Russian,,Kazakhstan,"(49.8,73.1)"
00733.wav,14,excited,77,Spanish,English,Mexican,"(20.66, -103.39)"
00735.wav,60,neutral,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
00736.wav,5,neutral,16,Portuguese,English,Portuguese,"(40.66,-7.90)"
00738.wav,8,neutral,3,,,,
00740.wav,50,excited,73,Chinese,English,Chinese,"(31.26,121.47)"
00741.wav,9,neutral,79,Arabic,English,Egyptian,"(30.02,31.50)"
00743.wav,70,excited,95,Chinese,English,Chinese,"(39.4, 115.7)"
00746.wav,6,neutral,112,Hindi,English,Indian,"(30.74,76.76)"
00747.wav,40,question,85,English,Arabic,British,"(51.56,-0.25)"
00748.wav,1000000000,bored,73,Chinese,English,Chinese,"(31.26,121.47)"
00749.wav,8,bored,49,Chinese,,Chinese,"(39.93,116.44)"
00752.wav,11,question,93,Chinese,English,Chinese,"(30.53,104.06)"
00754.wav,17,question,72,English,,British,"(51.255, -0.31)"
00756.wav,8,neutral,76,Arabic,English,British,"(51.50, -0.58)"
00757.wav,11,neutral,107,Bravanese,English,British,"(51.57, -0.07)"
00759.wav,17,excited,118,,,,
00760.wav,0,neutral,18,Spanish,English,Spanish,"(28.15,-15.42)"
00762.wav,80,bored,85,English,Arabic,British,"(51.56,-0.25)"
00763.wav,15,neutral,40,,,,
00764.wav,1000000,bored,33,English,,British,"(51.50, -0.10)"
00765.wav,1000000,bored,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
00767.wav,19,neutral,98,Kannada,English,Indian,"(12.93,77.52)"
00771.wav,40,bored,91,Tamil,English,Indian,"(51.52,-0.04)"
00772.wav,9,excited,119,English,German,German,"(51.49, -0.12)"
00773.wav,6,question,14,Malayalam,English,Indian,"(9.98,76.28)"
00776.wav,9,question,111,English,,British,"(51.40, 0.10)"
00778.wav,19,neutral,111,English,,British,"(51.40, 0.10)"
00780.wav,18,bored,0,German,,German,"(52.52, 13.40)"
00781.wav,50,neutral,18,Spanish,English,Spanish,"(28.15,-15.42)"
00782.wav,1,bored,89,Tulu,Kannada,Indian,"(12.97 , 77.59)"
00784.wav,13,excited,117,English,,British,"(51.64, -0.13)"
00786.wav,11,neutral,5,English,German,British,"(51.50, -0.12)"
00789.wav,70,bored,117,English,,British,"(51.64, -0.13)"
00790.wav,50,neutral,12,Italian,English,Italian,"(43.61, 13.53)"
00791.wav,20,bored,21,Chinese,English,Chinese,
00792.wav,8,bored,37,Hindi,English,Indian,"(51.52,-0.04)"
00795.wav,1000000,excited,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
00796.wav,8,bored,69,Hindi,English,Indian,"(28.68,77.34)"
00797.wav,4,excited,54,English,Hindi,Indian,"(13.08, 80.27)"
00798.wav,7,bored,35,Urdu,,Pakistani,"(51.58,-0.34)"
00799.wav,2,neutral,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
00801.wav,90,excited,48,Gujarati,English,Indian,"(19.07, 72.87)"
00804.wav,19,bored,28,Chinese,English,Chinese,"(18.27,109.48)"
00807.wav,30,excited,4,Urdu,English,Indian,"(51.52, -0.04)"
00808.wav,12,excited,79,Arabic,English,Egyptian,"(30.02,31.50)"
00810.wav,5,neutral,92,,,,
00811.wav,70,neutral,56,English,Twi,British,"(51.04, 0.17)"
00813.wav,60,neutral,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
00815.wav,5,excited,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
00818.wav,80,neutral,77,Spanish,English,Mexican,"(20.66, -103.39)"
00820.wav,3,excited,80,English,,Hong Kong,"(22.26, 114.16)"
00821.wav,60,bored,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
00823.wav,100,bored,56,English,Twi,British,"(51.04, 0.17)"
00824.wav,60,excited,47,Greek,English,Greek,"(40.63, 22.93)"
00826.wav,12,excited,65,Hindi,English,Indian,"(51.54, 0.00)"
00829.wav,1,question,92,,,,
00830.wav,17,neutral,41,,,,
00831.wav,17,bored,107,Bravanese,English,British,"(51.57, -0.07)"
00835.wav,100,excited,39,English,Igbo,British,"(51.54,0.19)"
00837.wav,15,neutral,47,Greek,English,Greek,"(40.63, 22.93)"
00840.wav,11,excited,115,Russian,Polish,Lithuanian,"(54.68, 25.27)"
00843.wav,80,neutral,6,Telugu,English,Indian,"(17.36, 78.47)"
00844.wav,4,neutral,4,Urdu,English,Indian,"(51.52, -0.04)"
00845.wav,50,neutral,68,Tamil,English,Indian,"(51.34, 1.64)"
00846.wav,13,neutral,97,Marathi,English,Indian,"(18.64, 73.78)"
00847.wav,16,neutral,105,English,Punjabi,British,"(51.48,0.29)"
00848.wav,16,question,80,English,,Hong Kong,"(22.26, 114.16)"
00850.wav,18,excited,110,Hindi,,Indian,"(23.02, 72.57)"
00851.wav,6,question,87,Punjabi,English,Indian,"(51.57,0.07)"
00853.wav,9,excited,87,Punjabi,English,Indian,"(51.57,0.07)"
00855.wav,80,neutral,18,Spanish,English,Spanish,"(28.15,-15.42)"
00858.wav,0,excited,91,Tamil,English,Indian,"(51.52,-0.04)"
00863.wav,60,neutral,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
00864.wav,0,neutral,92,,,,
00866.wav,9,bored,81,Tamil,English,Indian,"(12.98,80.21)"
00869.wav,5,question,21,Chinese,English,Chinese,
00870.wav,18,excited,97,Marathi,English,Indian,"(18.64, 73.78)"
00874.wav,1000000,bored,3,,,,
00875.wav,30,question,5,English,German,British,"(51.50, -0.12)"
00878.wav,1,neutral,110,Hindi,,Indian,"(23.02, 72.57)"
00879.wav,18,neutral,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
00880.wav,40,neutral,27,English,,British,"(51.54,-0.90)"
00881.wav,5,excited,60,Amharic,English,British,"(51.53, -0.06)"
00884.wav,1000,bored,45,English,Hindi,Indian,"(25.20, 55.27)"
00885.wav,9,bored,114,Sindhi,English,Irish,"(24.86,67.00)"
00886.wav,5,bored,45,English,Hindi,Indian,"(25.20, 55.27)"
00891.wav,10,question,120,Romanian,English,Romanian,"(44.33,23.79)"
00892.wav,1,question,39,English,Igbo,British,"(51.54,0.19)"
00893.wav,18,question,111,English,,British,"(51.40, 0.10)"
00894.wav,14,question,50,Tamil,English,Indian,"(51.52,-0.04)"
00898.wav,10,neutral,60,Amharic,English,British,"(51.53, -0.06)"
00901.wav,5,bored,101,Bengali,English,Indian,"(51.58,-0.43)"
00902.wav,4,bored,27,English,,British,"(51.54,-0.90)"
00907.wav,70,neutral,52,Chinese,English,Chinese,"(51.52,-0.04)"
00908.wav,13,excited,29,Hindi,English,Indian,"(25.61,85.07)"
00912.wav,1000000000,question,71,English,,British,"(51.56, 0.07)"
00913.wav,6,excited,93,Chinese,English,Chinese,"(30.53,104.06)"
00915.wav,6,bored,101,Bengali,English,Indian,"(51.58,-0.43)"
00917.wav,5,bored,80,English,,Hong Kong,"(22.26, 114.16)"
00919.wav,1,excited,60,Amharic,English,British,"(51.53, -0.06)"
00920.wav,18,bored,26,Hindi,English,Indian,"(24.19, 77.03)"
00922.wav,50,neutral,49,Chinese,,Chinese,"(39.93,116.44)"
00923.wav,2,neutral,41,,,,
00925.wav,7,bored,15,English,Tamil,Norwegian,"(51.57, 0.09)"
00930.wav,100,question,102,Yu,English,Chinese,"(32.05, 118.78)"
00932.wav,11,excited,71,English,,British,"(51.56, 0.07)"
00935.wav,19,excited,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
00936.wav,90,neutral,64,Nepalese,English,British,"51.26, -1.08"
00939.wav,13,bored,52,Chinese,English,Chinese,"(51.52,-0.04)"
00944.wav,19,question,90,English,Igbo,Nigerian,"(6.4,3.4)"
00948.wav,40,question,100,Gujarati,Hindi,Indian,"(51.53, 0.00)"
00949.wav,8,question,4,Urdu,English,Indian,"(51.52, -0.04)"
00952.wav,14,neutral,37,Hindi,English,Indian,"(51.52,-0.04)"
00954.wav,40,neutral,63,,,,
00955.wav,17,excited,71,English,,British,"(51.56, 0.07)"
00958.wav,1000,bored,101,Bengali,English,Indian,"(51.58,-0.43)"
00959.wav,16,question,52,Chinese,English,Chinese,"(51.52,-0.04)"
00960.wav,11,bored,71,English,,British,"(51.56, 0.07)"
00961.wav,3,question,41,,,,
00962.wav,15,excited,80,English,,Hong Kong,"(22.26, 114.16)"
00963.wav,0,bored,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
00966.wav,7,excited,28,Chinese,English,Chinese,"(18.27,109.48)"
00969.wav,7,neutral,95,Chinese,English,Chinese,"(39.4, 115.7)"
00970.wav,80,neutral,5,English,German,British,"(51.50, -0.12)"
00971.wav,7,neutral,16,Portuguese,English,Portuguese,"(40.66,-7.90)"
00973.wav,10,bored,44,English,,Syrian,"(51.44, -0.21)"
00976.wav,1000,bored,75,,,,
00979.wav,6,excited,56,English,Twi,British,"(51.04, 0.17)"
00980.wav,50,bored,53,English,,British,"(51.52, -0.09)"
00981.wav,1000000,question,2,Hindi,English,Indian,"(26.82, 75.62)"
00983.wav,1000000,neutral,85,English,Arabic,British,"(51.56,-0.25)"
00984.wav,9,question,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
00986.wav,1000,excited,117,English,,British,"(51.64, -0.13)"
00987.wav,9,neutral,104,Amharic,Dutch,Dutch,"(47.56, -52.70)"
00992.wav,8,excited,8,Chinese,English,Chinese,"(28.71, 115.90)"
00994.wav,0,excited,109,English,Hindi,Indian,"(28.62,77.20)"
00996.wav,60,neutral,117,English,,British,"(51.64, -0.13)"
00997.wav,30,bored,10,Chinese,English,Chinese,"(51.52,-0.04)"
00998.wav,11,neutral,46,Chinese,,Chinese,"(43.88, 125.35)"
00999.wav,50,question,77,Spanish,English,Mexican,"(20.66, -103.39)"
01000.wav,40,question,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
01001.wav,15,question,34,Chinese,English,Chinese,"(30.45,121.57)"
01002.wav,1000,question,93,Chinese,English,Chinese,"(30.53,104.06)"
01006.wav,40,neutral,54,English,Hindi,Indian,"(13.08, 80.27)"
01009.wav,0,question,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
01010.wav,7,question,115,Russian,Polish,Lithuanian,"(54.68, 25.27)"
01012.wav,5,bored,109,English,Hindi,Indian,"(28.62,77.20)"
01014.wav,1000000000,excited,99,,,,
01015.wav,0,excited,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
01017.wav,30,question,68,Tamil,English,Indian,"(51.34, 1.64)"
01018.wav,12,question,81,Tamil,English,Indian,"(12.98,80.21)"
01019.wav,1000000000,question,40,,,,
01022.wav,13,excited,47,Greek,English,Greek,"(40.63, 22.93)"
01023.wav,10,neutral,64,Nepalese,English,British,"51.26, -1.08"
01024.wav,40,question,65,Hindi,English,Indian,"(51.54, 0.00)"
01026.wav,19,question,114,Sindhi,English,Irish,"(24.86,67.00)"
01027.wav,16,bored,19,,,,
01029.wav,6,excited,101,Bengali,English,Indian,"(51.58,-0.43)"
01031.wav,8,neutral,40,,,,
01036.wav,9,neutral,111,English,,British,"(51.40, 0.10)"
01037.wav,9,neutral,2,Hindi,English,Indian,"(26.82, 75.62)"
01038.wav,1000,bored,116,Punjabi,Hindi,Indian,"(51.48, -0.05)"
01039.wav,13,excited,111,English,,British,"(51.40, 0.10)"
01041.wav,8,neutral,55,Persian,English,Iranian,"(51.52,-0.04)"
01042.wav,8,question,85,English,Arabic,British,"(51.56,-0.25)"
01046.wav,40,excited,109,English,Hindi,Indian,"(28.62,77.20)"
01048.wav,50,question,16,Portuguese,English,Portuguese,"(40.66,-7.90)"
01049.wav,11,question,69,Hindi,English,Indian,"(28.68,77.34)"
01050.wav,15,excited,30,English,Malayalam,Indian,"(25.19, 55.29)"
01051.wav,1000000000,excited,64,Nepalese,English,British,"51.26, -1.08"
01053.wav,3,question,47,Greek,English,Greek,"(40.63, 22.93)"
01054.wav,3,question,26,Hindi,English,Indian,"(24.19, 77.03)"
01055.wav,2,question,30,English,Malayalam,Indian,"(25.19, 55.29)"
01058.wav,6,bored,62,English,Yoruba,British,"(51.52, -0.04)"
01060.wav,4,bored,4,Urdu,English,Indian,"(51.52, -0.04)"
01061.wav,70,bored,26,Hindi,English,Indian,"(24.19, 77.03)"
01062.wav,3,neutral,69,Hindi,English,Indian,"(28.68,77.34)"
01063.wav,1000,excited,78,Malayalam,English,Indian,"(51.52, -0.04)"
01066.wav,19,neutral,72,English,,British,"(51.255, -0.31)"
01067.wav,1000000,excited,1,Chinese,,Chinese,"(51.52,-0.04)"
01068.wav,100,question,109,English,Hindi,Indian,"(28.62,77.20)"
01070.wav,13,bored,76,Arabic,English,British,"(51.50, -0.58)"
01071.wav,2,neutral,63,,,,
01072.wav,80,bored,64,Nepalese,English,British,"51.26, -1.08"
01073.wav,12,question,8,Chinese,English,Chinese,"(28.71, 115.90)"
01074.wav,9,bored,18,Spanish,English,Spanish,"(28.15,-15.42)"
01075.wav,0,excited,67,English,,British,"(50.72, -3.54)"
01076.wav,1,neutral,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
01078.wav,60,bored,50,Tamil,English,Indian,"(51.52,-0.04)"
01079.wav,1000000,neutral,24,Chinese,English,Chinese,"(23.13, 113,26)"
01082.wav,1000000000,question,6,Telugu,English,Indian,"(17.36, 78.47)"
01083.wav,40,bored,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
01084.wav,20,question,21,Chinese,English,Chinese,
01088.wav,90,neutral,4,Urdu,English,Indian,"(51.52, -0.04)"
01089.wav,17,bored,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
01091.wav,11,excited,31,English,French,British,"(52.21, 0.12)"
01092.wav,1000,question,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
01093.wav,19,question,118,,,,
01097.wav,12,excited,21,Chinese,English,Chinese,
01100.wav,1000000,neutral,72,English,,British,"(51.255, -0.31)"
01102.wav,11,neutral,64,Nepalese,English,British,"51.26, -1.08"
01104.wav,8,question,3,,,,
01105.wav,2,excited,83,,,,
01106.wav,7,neutral,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
01108.wav,3,bored,28,Chinese,English,Chinese,"(18.27,109.48)"
01109.wav,90,question,30,English,Malayalam,Indian,"(25.19, 55.29)"
01110.wav,70,neutral,56,English,Twi,British,"(51.04, 0.17)"
01111.wav,1000000,bored,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
01112.wav,80,excited,5,English,German,British,"(51.50, -0.12)"
01113.wav,10,neutral,57,English,Bengali,British,"(51.53,0.04)"
01114.wav,30,question,77,Spanish,English,Mexican,"(20.66, -103.39)"
01115.wav,60,question,46,Chinese,,Chinese,"(43.88, 125.35)"
01116.wav,0,bored,2,Hindi,English,Indian,"(26.82, 75.62)"
01118.wav,11,bored,115,Russian,Polish,Lithuanian,"(54.68, 25.27)"
01119.wav,70,question,65,Hindi,English,Indian,"(51.54, 0.00)"
01121.wav,3,question,2,Hindi,English,Indian,"(26.82, 75.62)"
01125.wav,13,excited,32,Telugu,English,Indian,"(17.56, 78.45)"
01126.wav,12,bored,55,Persian,English,Iranian,"(51.52,-0.04)"
01127.wav,8,question,46,Chinese,,Chinese,"(43.88, 125.35)"
01129.wav,2,question,22,Marathi,English,Indian,"(18.52, 73.85)"
01130.wav,1000000000,neutral,57,English,Bengali,British,"(51.53,0.04)"
01131.wav,40,question,20,English,Yoruba,British,"(51.45, - 0.11)"
01132.wav,12,excited,37,Hindi,English,Indian,"(51.52,-0.04)"
01133.wav,1000,neutral,40,,,,
01137.wav,80,excited,23,English,German,British,"(51.50,0.13)"
01139.wav,19,bored,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
01140.wav,3,question,97,Marathi,English,Indian,"(18.64, 73.78)"
01144.wav,16,excited,53,English,,British,"(51.52, -0.09)"
01147.wav,13,question,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
01148.wav,10,bored,34,Chinese,English,Chinese,"(30.45,121.57)"
01149.wav,70,neutral,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
01150.wav,50,excited,97,Marathi,English,Indian,"(18.64, 73.78)"
01153.wav,2,excited,49,Chinese,,Chinese,"(39.93,116.44)"
01156.wav,70,bored,72,English,,British,"(51.255, -0.31)"
01158.wav,30,neutral,66,English,,British,"(51.477,0.190)"
01160.wav,60,neutral,15,English,Tamil,Norwegian,"(51.57, 0.09)"
01164.wav,11,bored,76,Arabic,English,British,"(51.50, -0.58)"
01165.wav,80,question,5,English,German,British,"(51.50, -0.12)"
01166.wav,2,question,78,Malayalam,English,Indian,"(51.52, -0.04)"
01167.wav,10,excited,55,Persian,English,Iranian,"(51.52,-0.04)"
01168.wav,6,bored,50,Tamil,English,Indian,"(51.52,-0.04)"
01169.wav,50,excited,20,English,Yoruba,British,"(51.45, - 0.11)"
01172.wav,2,bored,35,Urdu,,Pakistani,"(51.58,-0.34)"
01173.wav,80,excited,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
01174.wav,19,neutral,105,English,Punjabi,British,"(51.48,0.29)"
01177.wav,80,excited,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
01178.wav,16,question,60,Amharic,English,British,"(51.53, -0.06)"
01179.wav,90,excited,95,Chinese,English,Chinese,"(39.4, 115.7)"
01180.wav,30,question,57,English,Bengali,British,"(51.53,0.04)"
01181.wav,15,neutral,23,English,German,British,"(51.50,0.13)"
01185.wav,6,question,5,English,German,British,"(51.50, -0.12)"
01187.wav,30,question,119,English,German,German,"(51.49, -0.12)"
01188.wav,70,neutral,18,Spanish,English,Spanish,"(28.15,-15.42)"
01190.wav,30,excited,29,Hindi,English,Indian,"(25.61,85.07)"
01192.wav,18,question,118,,,,
01194.wav,15,question,112,Hindi,English,Indian,"(30.74,76.76)"
01196.wav,14,neutral,44,English,,Syrian,"(51.44, -0.21)"
01197.wav,8,neutral,120,Romanian,English,Romanian,"(44.33,23.79)"
01198.wav,7,question,21,Chinese,English,Chinese,
01199.wav,80,question,105,English,Punjabi,British,"(51.48,0.29)"
01201.wav,1000,neutral,57,English,Bengali,British,"(51.53,0.04)"
01202.wav,9,neutral,114,Sindhi,English,Irish,"(24.86,67.00)"
01203.wav,8,excited,43,Dari,Urdu,Afghanistani,"(33.66, 72.99)"
01204.wav,1000000,excited,44,English,,Syrian,"(51.44, -0.21)"
01206.wav,1,excited,68,Tamil,English,Indian,"(51.34, 1.64)"
01207.wav,90,bored,22,Marathi,English,Indian,"(18.52, 73.85)"
01208.wav,19,neutral,86,Twi,English,British,"(51.59,-0.07)"
01210.wav,2,excited,41,,,,
01214.wav,100,bored,59,Hindi,English,Indian,"(19.07,72.87)"
01215.wav,16,neutral,114,Sindhi,English,Irish,"(24.86,67.00)"
01216.wav,2,question,75,,,,
01218.wav,1000,excited,83,,,,
01222.wav,6,question,45,English,Hindi,Indian,"(25.20, 55.27)"
01224.wav,10,question,73,Chinese,English,Chinese,"(31.26,121.47)"
01226.wav,8,neutral,14,Malayalam,English,Indian,"(9.98,76.28)"
01229.wav,6,bored,60,Amharic,English,British,"(51.53, -0.06)"
01230.wav,60,excited,54,English,Hindi,Indian,"(13.08, 80.27)"
01231.wav,10,neutral,59,Hindi,English,Indian,"(19.07,72.87)"
01232.wav,19,question,9,Dutch,English,Dutch,"(52.36, 4.90)"
01233.wav,12,neutral,63,,,,
01234.wav,10,neutral,56,English,Twi,British,"(51.04, 0.17)"
01236.wav,6,bored,64,Nepalese,English,British,"51.26, -1.08"
01237.wav,30,question,73,Chinese,English,Chinese,"(31.26,121.47)"
01238.wav,16,question,112,Hindi,English,Indian,"(30.74,76.76)"
01240.wav,9,bored,16,Portuguese,English,Portuguese,"(40.66,-7.90)"
01241.wav,6,question,82,Urdu,English,Indian,"(22.71, 75.85)"
01242.wav,12,bored,14,Malayalam,English,Indian,"(9.98,76.28)"
01243.wav,30,excited,62,English,Yoruba,British,"(51.52, -0.04)"
01245.wav,7,excited,80,English,,Hong Kong,"(22.26, 114.16)"
01247.wav,12,bored,119,English,German,German,"(51.49, -0.12)"
01249.wav,13,bored,41,,,,
01250.wav,3,neutral,91,Tamil,English,Indian,"(51.52,-0.04)"
01252.wav,20,question,107,Bravanese,English,British,"(51.57, -0.07)"
01254.wav,8,neutral,107,Bravanese,English,British,"(51.57, -0.07)"
01256.wav,7,bored,98,Kannada,English,Indian,"(12.93,77.52)"
01257.wav,40,question,12,Italian,English,Italian,"(43.61, 13.53)"
01259.wav,7,question,50,Tamil,English,Indian,"(51.52,-0.04)"
01260.wav,20,neutral,89,Tulu,Kannada,Indian,"(12.97 , 77.59)"
01264.wav,9,bored,83,,,,
01266.wav,5,excited,53,English,,British,"(51.52, -0.09)"
01267.wav,2,bored,40,,,,
01268.wav,20,neutral,44,English,,Syrian,"(51.44, -0.21)"
01269.wav,70,bored,65,Hindi,English,Indian,"(51.54, 0.00)"
01272.wav,1000,question,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
01273.wav,20,question,111,English,,British,"(51.40, 0.10)"
01275.wav,60,question,65,Hindi,English,Indian,"(51.54, 0.00)"
01276.wav,50,neutral,73,Chinese,English,Chinese,"(31.26,121.47)"
01277.wav,90,excited,87,Punjabi,English,Indian,"(51.57,0.07)"
01279.wav,5,question,39,English,Igbo,British,"(51.54,0.19)"
01281.wav,8,neutral,5,English,German,British,"(51.50, -0.12)"
01282.wav,6,neutral,100,Gujarati,Hindi,Indian,"(51.53, 0.00)"
01283.wav,6,excited,110,Hindi,,Indian,"(23.02, 72.57)"
01285.wav,0,bored,69,Hindi,English,Indian,"(28.68,77.34)"
01286.wav,7,bored,118,,,,
01288.wav,11,question,39,English,Igbo,British,"(51.54,0.19)"
01289.wav,100,excited,30,English,Malayalam,Indian,"(25.19, 55.29)"
01290.wav,18,neutral,18,Spanish,English,Spanish,"(28.15,-15.42)"
01291.wav,90,neutral,119,English,German,German,"(51.49, -0.12)"
01296.wav,70,excited,45,English,Hindi,Indian,"(25.20, 55.27)"
01298.wav,30,bored,35,Urdu,,Pakistani,"(51.58,-0.34)"
01300.wav,80,excited,31,English,French,British,"(52.21, 0.12)"
01302.wav,0,bored,20,English,Yoruba,British,"(51.45, - 0.11)"
01304.wav,20,question,54,English,Hindi,Indian,"(13.08, 80.27)"
01306.wav,1000000,question,69,Hindi,English,Indian,"(28.68,77.34)"
01311.wav,11,question,2,Hindi,English,Indian,"(26.82, 75.62)"
01319.wav,10,question,70,Tamil,English,Indian,"(13.08,80.27)"
01320.wav,50,question,83,,,,
01325.wav,16,neutral,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
01326.wav,18,excited,8,Chinese,English,Chinese,"(28.71, 115.90)"
01328.wav,100,neutral,68,Tamil,English,Indian,"(51.34, 1.64)"
01329.wav,9,neutral,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
01330.wav,1000000000,neutral,1,Chinese,,Chinese,"(51.52,-0.04)"
01331.wav,3,question,46,Chinese,,Chinese,"(43.88, 125.35)"
01332.wav,60,bored,77,Spanish,English,Mexican,"(20.66, -103.39)"
01334.wav,19,bored,73,Chinese,English,Chinese,"(31.26,121.47)"
01335.wav,7,excited,92,,,,
01337.wav,2,neutral,76,Arabic,English,British,"(51.50, -0.58)"
01338.wav,1000,neutral,76,Arabic,English,British,"(51.50, -0.58)"
01340.wav,3,bored,75,,,,
01342.wav,20,excited,94,Russian,,Kazakhstan,"(49.8,73.1)"
01345.wav,2,excited,71,English,,British,"(51.56, 0.07)"
01346.wav,8,bored,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
01349.wav,2,bored,89,Tulu,Kannada,Indian,"(12.97 , 77.59)"
01350.wav,0,question,6,Telugu,English,Indian,"(17.36, 78.47)"
01353.wav,1000,bored,67,English,,British,"(50.72, -3.54)"
01354.wav,0,question,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
01355.wav,100,question,1,Chinese,,Chinese,"(51.52,-0.04)"
01356.wav,17,excited,102,Yu,English,Chinese,"(32.05, 118.78)"
01358.wav,1000,neutral,117,English,,British,"(51.64, -0.13)"
01363.wav,18,excited,26,Hindi,English,Indian,"(24.19, 77.03)"
01364.wav,40,question,39,English,Igbo,British,"(51.54,0.19)"
01365.wav,8,neutral,1,Chinese,,Chinese,"(51.52,-0.04)"
01368.wav,17,neutral,66,English,,British,"(51.477,0.190)"
